8.379805010162579004e-02;9.880651223624010754e-06;1.687460542194305080e-01;8.067280889418215750e-01;8.492155819343003564e-01;8.380286689023352942e-02;3.398999439381202267e-06;1.687460542194305080e-01;4.709845301860371425e-01;6.596382354841635598e-01;1.695104413941747323e-01
8.379651454821057666e-02;7.687003487592092860e-06;1.687460542194305080e-01;5.164738569225498788e-01;3.220473944243584241e-01;8.380420847900682535e-02;2.332193908811827944e-06;1.687460542194305080e-01;2.763271573998430930e-01;3.509111804246837218e-01;1.697024408018935893e-01
8.379934550834149121e-02;1.110678485277543051e-06;1.687460542194305080e-01;5.488012972429142655e-01;4.167206125054255250e-01;8.380154839248903087e-02;7.439929479429637570e-06;1.687460542194305080e-01;4.603626569379174471e-01;4.091005730013396180e-01;1.693375892014663542e-01
8.380336565645561675e-02;7.502275257197003422e-06;1.687460542194305080e-01;5.799741861232655671e-01;8.947049086708130927e-01;8.379589570863872627e-02;1.099132970890155381e-05;1.687460542194305080e-01;6.330835523638642659e-01;8.602992757584253525e-01;1.696098078888904070e-01
8.379397684414542635e-02;8.238879075903162029e-06;1.687460542194305080e-01;5.007719573383729861e-01;8.118081152778787724e-01;8.379942401783940786e-02;4.290313151085086349e-06;1.687460542194305080e-01;4.361170766976441571e-01;2.386887804554188308e-01;1.694233483594335399e-01
8.380346263877658242e-02;6.363887537330664050e-06;1.687460542194305080e-01;5.705068643151589569e-01;3.920132116891470453e-01;8.380426389747594462e-02;1.967355653770042698e-06;1.687460542194305080e-01;4.656735935619772393e-01;5.141647540425238194e-01;1.691245501332961088e-01
8.379695096865490134e-02;5.239354434775129867e-06;1.687460542194305080e-01;6.192289350837080208e-01;2.017431343750024086e-01;8.380295001793720833e-02;1.196115291852499232e-06;1.687460542194305080e-01;2.500033845675463939e-01;6.760328659323483480e-01;1.694810196452894713e-01
8.379646143884432463e-02;4.837570533647764007e-06;1.687460542194305080e-01;6.970457021405852549e-01;5.619631836590627261e-01;8.380516444759915362e-02;9.684377478825126787e-06;1.687460542194305080e-01;7.085912165407154406e-01;6.614855177881844295e-01;1.697826073567322291e-01
8.379373900654878138e-02;4.862970665329550515e-06;1.687460542194305080e-01;4.959228412903182726e-01;9.113304494070005868e-01;8.379764831772466838e-02;1.010463420297887699e-05;1.687460542194305080e-01;3.047291228241632011e-01;7.349149893730120287e-01;1.693608423459460055e-01
8.379889061507411752e-02;1.258461069587051239e-06;1.687460542194305080e-01;1.807302981667655850e-01;4.956919310023156222e-01;8.379330258610445670e-02;6.675616426134681795e-06;1.687460542194305080e-01;5.557286058829923325e-01;3.368256528565249930e-01;1.695096374544797224e-01
8.379752131706627583e-02;1.337201477820275689e-05;1.687460542194305080e-01;8.037262551977877312e-01;7.129785120127648534e-01;8.379877054172436834e-02;9.601249775124367632e-06;1.687460542194305080e-01;8.494464922223030623e-01;6.797274305403900874e-01;1.690863908112167358e-01
8.379584952658113151e-02;6.892672096866959065e-06;1.687460542194305080e-01;8.242772708300193374e-01;3.931677631291600750e-01;8.379755595360946496e-02;5.874357726754145829e-06;1.687460542194305080e-01;3.613021433848008779e-01;7.674733399813791213e-01;1.689332695330989509e-01
8.379835028500019767e-02;1.321268667948945396e-05;1.687460542194305080e-01;6.388563095639292477e-01;6.289271671798174479e-01;8.380509055630698534e-02;2.794014484668292772e-07;1.687460542194305080e-01;4.391189104416779454e-01;7.713988148774233444e-01;1.700972217121564378e-01
8.379606427314896522e-02;9.090938038647269318e-06;1.687460542194305080e-01;1.726484380866744883e-01;2.564688726316192713e-01;8.380523602978844078e-02;5.962103636203298190e-06;1.687460542194305080e-01;7.055893827966815968e-01;7.072057548126997606e-01;1.697802022278057099e-01
8.380166615673591279e-02;5.865121315257361959e-06;1.687460542194305080e-01;3.215855738483532344e-01;9.672107391036304236e-01;8.380468646330298255e-02;2.406085200982989173e-06;1.687460542194305080e-01;5.381794239947945702e-01;5.580377087630183919e-01;1.691787078231445363e-01
